production_companies_id,name
642,S.G.C.
643,Société Nouvelle Pathé Cinéma
645,"Imar Film Co., Ltd."
646,D Antoni Productions
73950,Schine-Moore Productions
650,Bridge Films
60762,Carlo Ponti Production
651,Breathless Associates
652,Miko Productions
22512,Arlington Road Productions Corporation
22513,Gorai / Samuelson Productions
22514,Samuelson Productions
654,South Pacific Pictures
25,20th Century Fox
662,Turman-Foster Company
659,London Film Productions
660,British Lion Film Corporation
661,Nouvelles Éditions de Film
664,City Film
665,Hochschule für Fernsehen und Film (HFF)
707,Matador Pictures
744,Diaphana Films
1898,Bórd Scannán na hÉireann
2274,Element Films
3012,Pathé Distribution
5267,Irish Film Board
7680,Tornasol Films
12695,Sixteen Films
12696,Regent Capital
19929,EMC Produktion
19930,Cinéart
19931,TV3 Television Network Ireland
19932,Filmcoopi Zürich
19933,Oil Flick Films No.2
667,IFMD Ltd.
13323,Little Bird Productions
669,Reposado Producciones
12010,Mediapro
12625,Canal+ Espana
18138,Playfilm Productions
670,Walt Disney Television
838,Paramount Vantage
2531,Media Rights Capital
11258,Central Films
866,Pathé Renn Productions
10843,Future Films
16804,France 3 Cinema
679,Timnick Films
424,Babelsberg Film GmbH
2370,Merchant Ivory Productions
696,Rogue Marble
6370,Quinta Communications
16923,Zephyr Films
20394,Young Hannibal Productions
20395,Carthago Films S.a.r.l.
7295,Relativity Media
11370,Michael De Luca Productions
20241,Crystal Sky Pictures
20475,GH One
20476,Vengeance Productions Pty. Ltd.
10254,Millennium Films
10405,Emmett/Furla Films
942,Fin Août Productions
822,Happinet Pictures
945,Cheongeoram
946,CJ Capital Investment
12026,Gold Circle Films
771,Mandate Pictures
1973,Three Strange Angels
23890,Hal Lieberman Company
60611,Lauren Levine Productions Inc.
6332,Dune Entertainment III
6125,Walt Disney Animation Studios
198,GFP Medienfonds
2994,Hollywood Gang Productions
2995,Atmosphere Entertainment MM
20478,Moving Picture Company (MPC)
3463,Imagi Animation Studios
30900,Mirage Studios
70995,Imagi Production
680,Studio Hamburg Filmproduktion
681,Dom Film GmbH
20783,Fiction Films
684,Kim Ki-Duk Film
794,Agi Orsi Productions
795,Vans Off the Wall
1026,CARTEL S.A.
1027,Rocabruno S.A.
6861,Lolafilms
7864,Amiguetes Entertainment
1024,Amiguetes Entertainment S.L.
14794,Südwestfunk (SWF)
73852,Kordes & Kordes Film GmbH
1391,Anglia Television
1392,National Broadcasting Company
1393,Tokyo Broadcasting System (TBS)
6455,Edward R. Pressman Film
15231,Muse Productions
689,Ventanarosa Productions
690,Handprint Entertainment
688,Rankin/Bass Productions
691,Cappa Productions
693,Alicia Produce S L
11954,Sociedad General de Cine (SOGECINE) S.A.
11955,Sogepaq
695,Lee Daniels Entertainment
348,Bedford Falls Productions
705,Spring Creek Productions
7380,Initial Entertainment Group (IEG)
20938,Liberty Pictures
700,Kanzaman S.A.
697,Alta Films S.A.
699,TTornasol Films S.A.
1615,Fortissimo Films
1616,Process Productions
1617,Q Television
706,Sputnik Oy
6438,Muse Entertainment Enterprises
15830,Iced Tea Productions
1101,Bésame Mucho Pictures
1102,Producciones Anhelo
11489,HBO/Cinemax Documentary
12247,thinkfilm
89129,Creative Visions Productions
93091,Red Light Films
93092,Sundance Institute Documentary Fund
823,Telepool
15268,BKM Film
16051,Lüthje & Schneider Filmproduktion
19677,Hochschule für Fernsehen und Film München (HFF)
21338,Schesch Filmproduktion
23119,Rai 2
32054,Sovinfilm
1423,Escape Artists
12485,Overbrook Entertainment
27559,Bianca Film
95346,Glasgow Film Office
7799,TF1 International
11942,Sofica Valor 7
22997,Légende Films
31660,Okko Productions
84482,Songbird Pictures
84483,Scotts Atlantic
1901,University of Southern California
8441,Jack H. Harris Enterprises
889,Outlaw Productions
1419,Virgin
15469,Sogetel
1420,ContentFilm
12743,Prime Entertainment
2029,Estudios Picasso
7470,Esperanto Filmoj
11628,Tequila Gang
10011,Alta Producción
87870,Producciones La Iguana S.L.
21248,Goldkind Filmproduktion
29008,Europool
829,Vertigo Entertainment
5552,Media Asia Films
753,Nouvelles Éditions de Films (NEF)
1208,Rising Star
2875,Ikiru Films
7956,Castelao Producciones
11104,TiMe Film- und TV-Produktions GmbH
26136,Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG
26137,Dog Eat Dog Films
26138,Iconolatry Productions Inc.
26139,Salter Street Films International
26140,United Broadcasting Inc.
716,Standard Film Company
713,Nu Image Entertainment
714,3L Filmverleih
719,Film Foundry Partners
721,Zenith Productions
3689,East Wing Holdings
11552,SAJ
11553,Beijing Happy Pictures Cultural Communications Co.
1597,DSM III
92031,Daniel Scharf Productions
1595,Island World
1596,Shooting Gallery
69112,Theatre Of Material
1594,Pantera Film
21497,Starlite Films
727,TV Productions LTD And Beijing Hop Culture Co
1187,Michael London Productions
12260,Bob Yari Productions
25432,Bull s Eye Entertainment
52740,Contagious Entertainment
10899,Due West
10900,Cyrkfilms
10901,Ministère de la Culture
10902,Spanish Ministry of Culture
4258,Fortis Films
4169,Kanzaman
19477,Dune Films
19478,BK
19479,KOH
19480,Reino del Cielo
19482,Inside Track 3
19483,Calle Cruzada
17823,Alive Films
47030,Koppelmann/Bandier-Carnegie Pictures
47031,Capella
2521,Golden Harvest Company
969,Golden Harvest Pictures
53677,Clearwater Holdings Limited
6705,Filmfour
20369,Slate Films
20370,Tatfilm
11317,Phoenix Pictures
780,Red Wagon Productions
919,Beacon Communications
7385,Kalima Productions GmbH & Co. KG
11463,Edge City
725,Film 1
726,Haut et Court
841,Pathé Entertainment
21854,Star Partners III Ltd.
7458,Cubicle Inc.
2650,Ealing Studios
2651,Fragile Films
42272,RTL
52728,Cougar Films Ltd.
52729,Minotaur Film Partnership No. 3
2130,Mr. Mudd Production
6301,CinéCinéma
23433,Noé Productions
26466,Lola Films
728,Kalkaska Productions
26468,IFC Productions
5738,Stonebridge Entertainment
729,Why Not Productions
3492,Island Pictures
21612,Black Snake
42043,Grokenberger Film Produktion
732,Mate Producciones S.A.
9181,Art Theatre Guild
1627,Maran Film
1628,V.M. Productions
940,Cinekip
941,Marni Film
7254,Greek Film Center
14680,Parc Film
785,Sociedad General de Cine S.A.
2890,Fox Atomic
10890,Koan Films
1626,Fono Film
1158,Love Streams Productions
890,Cheyenne Enterprises
11845,Wintergreen Productions
1504,Cinergi Pictures Entertainment
734,Producers Circle
8797,Storyline Entertainment
939,New Legacy
53530,Constantin Film Ltd.
1554,Transatlantic Pictures
735,Waverly Films
2348,Nickelodeon Movies
8647,NEW Century
21409,MFP Munich Film Partners GmbH & Company I. Produktions KG
88628,Sor Productions
11770,Liberty Films (II)
1271,Pariah Entertainment Group
23651,Grand Slam Productions
8719,Isle of Man Film Commission
8934,Studio Hamburg WorldWide Pictures
737,Sidney Kimmel Entertainment
739,Anomaly Entertainment
740,MTM Cineteve
24212,Media Cooperation One
2575,21 Laps Entertainment
92221,Mirisch Films Limited
741,Emotion Pictures
742,Reverse Angle International
26469,InDigEnt (Independent Digital Entertainment)
41248,Nancy Tenenbaum Films
892,Qwerty Films
8874,N1 European Film Produktions GmbH & Co. KG
23488,Kanzeon
23489,Huckabee s
1213,Pint O Bitter Productions
1214,Guild
39735,Impact Film & TV
66592,Sarah Radclyffe Productions Limited
1261,Scala Productions
1508,Wildgaze Films
1218,The Film Consortium
1268,Focus Films
1269,Momentum Films
1270,National Lottery
8582,Canadian Film or Video Production Tax Credit (CPTC)
18620,Artists Production Group (APG)
52619,Fifty First Films
821,The Greenlight Fund
1045,Marmot Tandy Productions
867,Anka Film
6896,EuropaCorp
11746,Daybreak Productions
11747,Prime Universe Productions
11142,Cinema Group Ventures
745,Les Films de la Pléiade
15749,Les Artistes Associés
22657,Sédif Productions (as S.E.D.I.F.)
34,Sony Pictures
18477,Les Films de la Boétie
25899,Artédis
23397,Donner/Shuler-Donner Productions
73949,KirchMedia
35304,Blue Tulip Productions
2087,Blackfriars Bridge Films
19528,ApolloProScreen Filmproduktion
25433,DEJ Productions
25434,Harris Company
1560,Roth-Arnold Productions
20396,Kernos Filmproduktionsgesellschaft & Company
58262,Birnbaum / Barber Productions
34403,Produzioni Associate Delphos
1143,Sound for Film
6638,Inca Films S.A.
9962,BD Cine
17469,Tu Vas Voir Productions
19027,Sahara Films
14159,Seven Arts Pictures
79298,MKH
761,Cinehaus
11486,Picturehouse Entertainment
13507,Pie Films Inc.
7658,Buena Vista International Film Production France
8661,Alliance de Production Cinematographique (APC)
66329,L Institut Polare Français Paul-Émile Victor
66330,National Geographic Films
66331,Bonne Pioche
1693,Nina Saxon Film Design
16326,Ranown Pictures Corp.
1650,PECF
10460,Produzione Intercontinentale Cinematografica (PIC)
2233,Bristol Bay Productions
2234,Baldwin Entertainment Group
8833,Anvil Films
622,Toho Film (Eiga) Co. Ltd.
46976,RKO General Pictures
1786,Dark Castle Entertainment
15763,Eyetronics
19965,Chime Films
1507,International Production Company
1631,Raw Nerve
17793,Hostel LLC
1212,Empire Pictures
995,Cinerenta Medienbeteiligungs KG
1838,Firm Films
45966,Cinelamda Internationale Filmproduktionsgesellschaft
3589,Kouf/Bigelow Productions
78338,Hiett Designs of Las Vegas
78339,Runway Pictures Inc
1625,Fugitive Features
22542,Apjac International
10326,Anglo Enterprises
10327,Vineyard Film Ltd.
1811,FilmColony
6849,Société Française de Production (SFP)
23238,VIP 4 Medienfonds
23469,Societé d Exploitation et de Distribution de Films (SEDIF)
10509,Tiger Film
12063,Delta
13954,Rollins-Joffe Productions
29119,Devon/Persky-Bright
420,Marvel Studios
25121,MVL Incredible Productions
8268,Seven Arts
90571,Mirisch Pictures
12646,The Badham-Cohen Group
877,Casey Silver Productions
3393,Huayi Brothers
747,Inland Empire Productions
11608,Fundacja Kultury
11609,Camerimage Festival
11610,Absurda
2254,Egoli Tossell Film AG
2865,Insight Film Studios
20242,Imhotep Productions
19643,"Sommers Company, The"
831,Saturn Films
8000,Broken Road Productions
3324,British Broadcasting Corporation (BBC)
34237,Mayfair Entertainment International
8734,Fellowship Adventure Group
19730,Paul Hough Entertainment
2315,Paramount Classics
749,Christal Films
1159,Argyll Film Partners
1160,Gummshoe Productions
1161,Integrity Partners
1162,Pray For Rain Pictures
750,Ellepi Films
754,Stella Films
9209,MK2 Productions
11253,N.E.F. Filmproduktion und Vertriebs (I)
11254,Soficas Investimages
11255,Images Investissements
11256,Sofica Créations
11257,Rai Uno Radiotelevisione
755,Alexandra Films
959,IndieProd Company Productions
13999,Avon Productions (II)
3760,King Brothers Productions
1156,Conundrum Entertainment
439,Prokino Filmproduktion
7930,Olga Film GmbH
6562,Planet Productions
18068,Adams Apple Film Company
23461,Angel Venture
7430,Fearmakers Studios
720,Goldwyn Films
3644,Zenith Entertainment
770,Kingsgate Films
1474,Desperate Pictures
1475,UGC Images
824,Kopelson Entertainment
1155,Incorporated Television Company
40870,Embassy Films
67888,"Feuer and Martin Production, A"
67889,Polygram Pictures
11844,Kaplan/Perrone Entertainment
59957,MMCB Film Produktion 2004
2608,Happy Madison Productions
19813,Flower Films (II)
1444,Cannon Group
1445,Golan-Globus
884,TPS Cinéma
2568,Lunar Films
10572,Ce Qui Me Meut Motion Pictures
15671,France 2 Cinéma
1206,Entertainment Manufacturing Company
21938,Copag V
6644,Lions Gate
16934,View Askew Productions
1584,ITC Entertainment
3537,E.K.
760,Les Productions Bagheera
15583,P & L
702,3L Filmproduktion GmbH
764,Polaris Film Productions & Finance
765,Tempête Sous Un Crâne Productions
2418,Cherokee Productions
2419,Katzka-Berne Productions
18339,E-K-Corporation
3268,Home Box Office (HBO)
34998,Avnet/Kerner Productions
2409,Red Lion
11865,Twentieth Century-Fox Productions
1151,Diorama Films
1152,Independent Television Service
2301,Marvel Productions
2598,Hasbro
3313,Sunbow Productions
2481,Platinum Dunes
20011,SprocketHeads
22826,Hasbro Studios
1124,P.A.C.
16058,Da Ma Produzione
22665,Victory Film
22666,Story Film
22396,Société Nouvelle des Établissements Gaumont (SNEG)
22663,P.C.M. FIlm
773,Film Afrika
1399,Fair Film
4867,Full Moon Entertainment
1591,Rhino Films
53460,Fear and Loathing LLC
53461,Shark Productions
774,Valkyrie Films
775,Korty Films
6542,Pricel
12387,Tohokushinsha Film
20637,Commission du Film France
20638,Commission du Film Île-de-France
776,Phalanx-Jaelem
777,Future Film Group
7828,Max Films Productions
987,USA Films
58333,Compulsion Inc.
58334,Splendid Medien AG
1473,Depth of Field
778,Las Producciones del Escorpion
779,Lucky Red
20295,Sociedad General de Televisión (Sogetel)
349,Cruise-Wagner Productions
41111,Künstlerische Arbeitsgruppe   Babelsberg  
41112,VEB DEFA-Studio für Spielfilme
783,kahuuna films
692,Sogecine
784,Himenóptero
7248,Union Générale Cinématographique (UGC)
10050,Televisión de Galicia (TVG) S.A.
11408,Ministerio de Cultura
12012,Eyescreen S.r.l.
28812,Filmanova
44224,Egoli Tossell Film
13096,Neue Constantin Film
786,Bizibi
26629,Transfax Film Productions
5266,Robert Goldstein Productions
788,Bel Air Entertainment
789,Pallas Film
790,Samsa Film
791,IPSO Facto Films
792,Radio Télévision Belge Francophone
51861,Dovemead Films
51862,Film Export A.G.
793,Galatée Films
7505,Marvel Entertainment
1309,Rainforest Films
800,Wheel Productions
799,Carlyle Productions
1043,Revere Pictures
804,Natural Nylon Entertainment
805,Serendipity Point Films
807,The Harold Greenberg Fund
808,The Movie Network
809,Union Générale Cinématographique
20170,Canadian Television Fund
810,Persistent Entertainment
20376,Kalis Productions GmbH & Co. Zweite KG
20377,Unfinished Films
2152,GreeneStreet Films
11152,Radical Media
812,Deuce Three Productions
814,Isabella Films BV
1711,Ognon Pictures
11499,Alan Young Pictures
12927,Canal+ Television AB
23207,Invicta Capital
25491,Edith Film Oy
55428,Manderlay
817,Katalyst Films
5612,Brooksfilms
32598,Tango Films
32599,My Cactus
818,Gimages 5
819,Mars Films
820,Tapson Steel Films Productions
3086,Image Entertainment
4588,Egmond Film & Television
10926,Pacifica Film
54997,WR Universal Group
19501,Noble House Entertainment Pictures
828,Ultra Films
11473,A.J.O.Z. Films
830,Senator International
4154,Colombia Pictures
4710,Fellah Pictures
2617,Ozla Pictures
11341,Stage 6 Films
10881,Bernd Eichinger Productions
76206,Holiday Film Productions Ltd.
7419,Scion Films
33680,Blue Sky Films
36615,Potboiler Productions
836,Elzévir Films
837,Oï  Oï  Oï Productions
839,Lou Yi Inc.
7428,Meno Films
45194,Rodriguez International Pictures
847,Banque Populaire Images 6
848,Cofimage 16
849,Cofinova 2
852,mementoFilm
853,Respiro
854,Sofica Europacorp
855,Titti Film
4650,Marubeni
19105,Eidos Interactive
14362,October Pictures
7396,Pathe
19238,Two Brothers Productions
356,TF1 Films Productions
844,Sofica Valor 6
845,Sogécinéma 2
842,GreeneStreet/SKE Films
843,Werner Herzog Filmproduktion
9292,Hessischer Rundfunk (HR)
376,Industry Entertainment
846,2929 Productions
951,Burskin Film
11246,Région Ile-de-France
324,Flach Films
857,Julian Blaustein Productions
859,Saga Film
5545,Mobra Films
35020,Mindshare Media
69462,Centrul National al Cinematografiei (CNC)
73925,McCann-Erickson
73926,Televiziunea Romana (TVR1)
73927,"Hubert Bals Fund of the Rotterdam Festival, The"
860,Celluloid Dreams
861,Visual Arts College
312,Soficinéma
62546,2.4.7. Films
84592,French Connection Animations
84593,Société des Producteurs de L Angoa
863,Mantarraya Producciones
864,No Dream Cinema
865,Motel Films
1997,Banques Populaire Image 7
11433,C.R.R.A.V. Nord Pas de Calais
11434,Région Nord-Pas-de-Calais
1760,Dorje Film
75411,BKM
75412,Kulturelle Filmförderung Schleswig-Holstein
75413,nordmedia Fonds GmbH
868,Cinema Service
858,Tessalit Productions
4298,Remstar Productions
16850,ApolloMedia Distribution
16921,Kismet Entertainment Group
18516,Seven Arts Films
869,Dee Gee Entertainment
870,Tapestry Films
65403,IMF Internationale Medien und Film GmbH & Co. Produktions KG
872,George Street Pictures
873,The Lloyd Segan Company
20777,British Screen Productions
879,Out of the Blue... Entertainment
9269,Global Entertainment Productions GmbH & Company Medien KG
11027,Stratus Film Co.
26947,Syndicate Films International
26948,Equity Pictures Medienfonds GmbH & Co. KG II
26949,Hostage GmbH
883,Les Productions du Champ Poirier
63893,Téléma
887,Neo Productions
888,Overseas FilmGroup
19507,Outlaw Productions (I)
67823,Star Partners
902,AZL Productions KG
904,MFP Munich Film Partners
905,Phase 1 Productions
906,Revelations Entertainment
10355,Spelling Films
19354,Mediastream Vierte Film GmbH & Co. Vermarktungs KG
19355,Canlaws Productions
910,MFA Filmdistribution
912,Karma Films
914,Filmladen
916,The Charlie Mopic Company
10157,Beacon Pictures
18619,Cobalt Media Group
921,Next Wednesday Productions
922,SenArt Films
10103,Via Rosa Productions
13816,Hyde Park Entertainment
76083,UGC DA International
19097,Junction Entertainment
20987,Balboa Entertainment
3638,The Jacobson Company
